Token	Corpus	Text	Line_Number	Genre	Type	Whole_Genitive	Possessor	Possessor_Head	Possessor_NP_Type	Final_Sibilant	Possessor_Animacy5	Possessor_Animacy3	Possessor_Animacy2	Possessor_Givenness	Possessum	Possessum_Head	Possessum_Animacy2	Semantic_Relation	Prototypical_Semantics	Preceding_s_genitive	Possessor_Thematicity	Possessor_Length	Possessum_Length	Type_Token_Ratio	Time
bg17.0058.02	Brown	G17	58	Non-fiction	s	Whittier's Massachusetts To Virginia	Whittier's	Whittier	proper	N	animate	animate	animate	new	Massachusetts To Virginia	Massachusetts To Virginia	inanimate	OTH	N	N	-3.301029996	1	3	82	1960
bg17.0065.02	Brown	G17	65	Non-fiction	of	the beginning of innocence	innocence	innocence	common	Y	inanimate	inanimate	inanimate	new	the beginning	beginning	inanimate	OTH	N	Y	-3	1	2	76	1960
bg17.0068.01	Brown	G17	68	Non-fiction	s	the bondsman's two hundred and fifty years in unrequited toil	the bondsman's	bondsman	common	N	animate	animate	animate	given	two hundred and fifty years in unrequited toil	years	inanimate	OTH	N	N	-3.301029996	2	8	70	1960
bg17.0069.02	Brown	G17	69	Non-fiction	of	the hands of the descendants of New Englanders engaged in the slave trade	the descendants of New Englanders engaged in the slave trade	descendant	common	N	animate	animate	animate	new	the hands	hands	inanimate	OTH	N	Y	-3.301029996	8	2	74	1960
bg17.0069.03	Brown	G17	69	Non-fiction	of	the descendants of New Englanders engaged in the slave trade	New Englanders engaged in the slave trade	New Englander	common	N	animate	animate	animate	new	the descendants	descendants	animate	KIN	Y	N	-2.698970004	7	2	74	1960
bg17.0073.02	Brown	G17	73	Non-fiction	of	the profits of the slave-owners	the slave-owners	slave-owners	common	Y	animate	animate	animate	given	the profits	profits	inanimate	OTH	N	N	-3.301029996	2	2	69	1960
bg17.0083.07	Brown	G17	83	Non-fiction	of	the inhabitants of Africa	Africa	Africa	proper	N	place	inanimate	inanimate	new	the inhabitants	inhabitants	animate	OTH	N	N	-3.301029996	1	2	84	1960
bg17.0090.01	Brown	G17	90	Non-fiction	of	"the chief universities , colleges , and preparatory schools of the United States"	the United States	United States	proper	Y	place	inanimate	inanimate	given	"the chief universities , colleges , and preparatory schools"	universities	inanimate	OTH	N	N	-3.301029996	3	8	70	1960
bg17.0094.01	Brown	G17	94	Non-fiction	of	that great symbol of American democracy	American democracy	democracy	common	N	inanimate	inanimate	inanimate	new	that great symbol	symbol	inanimate	OTH	N	N	-3.301029996	2	3	77	1960
bg17.0095.01	Brown	G17	95	Non-fiction	of	the three states of Southern New England	Southern New England	New England	proper	N	place	inanimate	inanimate	given	the three states	states	inanimate	PART	Y	N	-2.070581074	3	3	78	1960
bg17.0097.01	Brown	G17	97	Non-fiction	s	Roger Williams's state	Roger Williams's	Roger Williams	proper	Y	animate	animate	animate	new	state	state	inanimate	OTH	N	N	-3.301029996	2	1	79	1960
bg17.0098.01	Brown	G17	98	Non-fiction	of	"the state universities of Maine, New Hampshire, And Vermont"	"Maine, New Hampshire, And Vermont"	"Maine, New Hampshire, And Vermont"	proper	N	place	inanimate	inanimate	given	The state universities	universities	inanimate	OTH	N	Y	-3.301029996	5	3	83	1960
bg17.0098.01	Brown	G17	98	Non-fiction	of	"the state universities of Maine, New Hampshire, And Vermont"	"Maine, New Hampshire, And Vermont"	"Maine, New Hampshire, And Vermont"	proper	N	place	inanimate	inanimate	given	The state universities	universities	inanimate	OTH	N	Y	-3.301029996	5	3	83	1960
bg18.0003.02	Brown	G18	3	Non-fiction	of	the glory of Sweden	Sweden	Sweden	proper	N	collective	collective	inanimate	given	the glory	glory	inanimate	OTH	N	N	-2.259637311	1	2	71	1960
bg18.0006.02	Brown	G18	6	Non-fiction	s	his father's side	his father's	father	common	N	animate	animate	animate	new	side	side	inanimate	OTH	N	N	-2.698970004	2	1	73	1960
bg18.0009.04	Brown	G18	9	Non-fiction	s	Sweden's ancient glory	Sweden's	Sweden	proper	N	collective	collective	inanimate	given	ancient glory	glory	inanimate	OTH	N	Y	-2.259637311	1	2	74	1960
bg18.0012.03	Brown	G18	12	Non-fiction	of	the great disapproval of his father	"his father, who objected because+of his extreme youth"	father	common	N	animate	animate	animate	given	the great disapproval	disapproval	inanimate	OTH	N	Y	-2.698970004	8	3	74	1960
bg18.0013.01	Brown	G18	13	Non-fiction	of	the studio of Gerome in Paris	Gerome in Paris	Gerome	proper	Y	animate	animate	animate	new	the studio	studio	inanimate	OWN	Y	N	-3.301029996	3	2	75	1960
bg18.0013.02	Brown	G18	13	Non-fiction	of	the life of the artists	the artists	artist	common	Y	animate	animate	animate	given	the life	life	inanimate	OTH	N	N	-3	2	2	75	1960
bg18.0015.01	Brown	G18	15	Non-fiction	s	the beggar's rags	the beggar's	beggar	common	N	animate	animate	animate	new	rags	rags	inanimate	OWN	Y	N	-3.301029996	2	1	77	1960
bg18.0021.01	Brown	G18	21	Non-fiction	of	The first result of Heidenstam's long sojourn abroad	Heidenstam's long sojourn abroad	sojourn	common	N	inanimate	inanimate	inanimate	new	The first result	result	inanimate	OTH	N	Y	-3.301029996	4	3	72	1960
bg18.0021.02	Brown	G18	21	Non-fiction	s	Heidenstam's long sojourn abroad	Heidenstam's	Heidenstam	proper	N	animate	animate	animate	given	long sojourn abroad	sojourn	inanimate	OTH	N	N	-2.346787486	1	3	72	1960
bg18.0023.02	Brown	G18	23	Non-fiction	of	Sweden's foremost critic of the period	the period	period	common	N	inanimate	inanimate	inanimate	given	Sweden's foremost critic	critic	animate	OTH	N	Y	-3	2	3	74	1960
bg18.0025.03	Brown	G18	25	Non-fiction	of	the bazaars of Damascus	Damascus	Damascus	proper	Y	place	inanimate	inanimate	new	the bazaars	bazaars	inanimate	OTH	N	N	-3.301029996	1	2	78	1960
bg18.0026.01	Brown	G18	26	Non-fiction	of	the care-free indolence of the East	the East	East	proper	N	place	inanimate	inanimate	new	the care-free indolence	indolence	inanimate	OTH	N	N	-3	2	3	77	1960
bg18.0026.02	Brown	G18	26	Non-fiction	of	the last reflection of the old happy existence	the old happy existence	existence	common	Y	inanimate	inanimate	inanimate	new	the last reflection	reflection	inanimate	OTH	N	N	-3	4	3	77	1960
bg18.0028.02	Brown	G18	28	Non-fiction	of	the longer pieces of the volume	the volume	volume	common	N	inanimate	inanimate	inanimate	given	the longer pieces	pieces	inanimate	OTH	N	N	-2.698970004	2	3	72	1960
bg18.0029.01	Brown	G18	29	Non-fiction	of	the temple of Neptune at Paestum	Neptune at Paestum	Neptune	proper	N	animate	animate	animate	new	the temple	temple	inanimate	OTH	N	N	-3.301029996	3	2	71	1960
bg18.0029.02	Brown	G18	29	Non-fiction	of	the noblest example of Grecian classic style	Grecian classic style	style	common	N	inanimate	inanimate	inanimate	new	the noblest example	example	inanimate	OTH	N	N	-3	3	3	71	1960
bg18.0031.01	Brown	G18	31	Non-fiction	of	The supreme object of their lives	their lives	lives	common	Y	inanimate	inanimate	inanimate	new	The supreme object	object	inanimate	OTH	N	N	-2.698970004	2	3	78	1960
bg18.0033.01	Brown	G18	33	Non-fiction	s	The man's true reputation	The man's	man	common	N	animate	animate	animate	given	true reputation	reputation	inanimate	OTH	N	N	-2.522878745	2	2	72	1960
bg18.0034.01	Brown	G18	34	Non-fiction	of	the end of the volume	the volume	volume	common	N	inanimate	inanimate	inanimate	given	the end	end	inanimate	OTH	N	Y	-2.698970004	2	2	75	1960
bg18.0036.01	Brown	G18	36	Non-fiction	s	the daylight's glow	the daylight's	daylight	common	N	inanimate	inanimate	inanimate	new	glow	glow	inanimate	OTH	N	N	-3.301029996	2	1	73	1960
bg18.0036.03	Brown	G18	36	Non-fiction	s	my life's aim	my life's	life	common	N	inanimate	inanimate	inanimate	new	aim	aim	inanimate	OTH	N	Y	-2.397940009	2	1	73	1960
bg18.0038.02	Brown	G18	38	Non-fiction	s	my life's misery	my life's	life	common	N	inanimate	inanimate	inanimate	given	misery	misery	inanimate	OTH	N	Y	-2.397940009	2	1	70	1960
bg18.0039.01	Brown	G18	39	Non-fiction	s	the poet's longing for his homeland and its boyhood associations	the poet's	poet	common	N	animate	animate	animate	new	longing for his homeland and its boyhood associations	longing	inanimate	OTH	N	Y	-2.522878745	2	8	69	1960
bg18.0043.02	Brown	G18	43	Non-fiction	of	the glory of her past	her past	past	common	N	inanimate	inanimate	inanimate	new	the glory	glory	inanimate	OTH	N	Y	-2.602059991	2	2	69	1960
bg18.0045.02	Brown	G18	45	Non-fiction	of	the grave of his carefree and indolent youth	his carefree and indolent youth	youth	common	N	inanimate	inanimate	inanimate	new	the grave	grave	inanimate	OTH	N	N	-3	5	2	73	1960
bg18.0046.01	Brown	G18	46	Non-fiction	of	the storied lands of the East	the East	East	proper	N	place	inanimate	inanimate	given	the storied lands	lands	inanimate	OTH	N	N	-3	2	3	73	1960
bg18.0046.03	Brown	G18	46	Non-fiction	of	the pleasure gardens of Sardanapalus	Sardanapalus	Sardanapalus	proper	Y	place	inanimate	inanimate	given	the pleasure gardens	gardens	inanimate	PART	Y	N	-3.301029996	1	3	73	1960
bg18.0046.05	Brown	G18	46	Non-fiction	of	the meaning of life	life	life	common	N	inanimate	inanimate	inanimate	new	the meaning	meaning	inanimate	OTH	N	N	-2.397940009	1	2	73	1960
bg18.0047.02	Brown	G18	47	Non-fiction	of	the wintry homeland of his fathers	his fathers	father	common	Y	animate	animate	animate	given	the wintry homeland	homeland	inanimate	OTH	N	N	-2.698970004	2	3	72	1960
bg18.0049.01	Brown	G18	49	Non-fiction	of	the death of his father	his father	father	common	N	animate	animate	animate	given	the death	death	inanimate	OTH	N	N	-2.698970004	2	2	75	1960
bg18.0052.02	Brown	G18	52	Non-fiction	of	the heroic spirit of its former glory	its former glory	glory	common	N	inanimate	inanimate	inanimate	new	the heroic spirit	spirit	inanimate	OTH	N	N	-2.698970004	3	3	76	1960
bg18.0053.01	Brown	G18	53	Non-fiction	s	Strindberg's remedy for this condition	Strindberg's	Strindberg	proper	N	animate	animate	animate	given	remedy for this condition	remedy	inanimate	OTH	N	N	-3	1	4	77	1960
bg18.0054.01	Brown	G18	54	Non-fiction	s	Heidenstam's conception	Heidenstam's	Heidenstam	proper	N	animate	animate	animate	given	conception	conception	inanimate	OTH	N	Y	-2.346787486	1	1	77	1960
bg18.0055.02	Brown	G18	55	Non-fiction	s	Heidenstam's later work	Heidenstam's	Heidenstam	proper	N	animate	animate	animate	given	later work	work	inanimate	OTH	N	Y	-2.346787486	1	2	72	1960
bg18.0056.03	Brown	G18	56	Non-fiction	of	the masterpiece of his career	his career	career	common	N	inanimate	inanimate	inanimate	new	the masterpiece	masterpiece	inanimate	OTH	N	Y	-3	2	2	69	1960
bg18.0060.01	Brown	G18	60	Non-fiction	of	the title of the book	the book	book	common	N	inanimate	inanimate	inanimate	given	the title	title	inanimate	OTH	N	N	-3	2	2	75	1960
bg18.0060.02	Brown	G18	60	Non-fiction	of	the soldiers and subjects of the king	the king	king	common	N	animate	animate	animate	given	the soldiers and subjects	soldier	animate	OTH	N	N	-2.455931956	2	4	75	1960
bg18.0065.01	Brown	G18	65	Non-fiction	s	Charles' spectacular victories	Charles'	Charles	proper	Y	animate	animate	animate	given	spectacular victories	victories	inanimate	OTH	N	N	-2.22184875	1	2	77	1960
bg18.0065.02	Brown	G18	65	Non-fiction	of	the heroic loyalty of the Swedish people	the Swedish people	people	common	N	animate	animate	animate	given	the heroic loyalty	loyalty	inanimate	OTH	N	Y	-2.698970004	3	3	77	1960
bg18.0071.01	Brown	G18	71	Non-fiction	of	The career of Charles 12	Charles 12	Charles 12	proper	N	animate	animate	animate	given	The career	career	inanimate	OTH	N	N	-2.823908741	2	2	71	1960
bg18.0077.01	Brown	G18	77	Non-fiction	of	The first half of The Charles Men	The Charles Men	Charles Men	proper	N	inanimate	inanimate	inanimate	given	The first half	half	inanimate	OTH	N	N	-2.602059991	3	3	76	1960
bg18.0077.02	Brown	G18	77	Non-fiction	of	the climax of the battle of Poltava in 1709	the battle of Poltava in 1709	battle	common	N	inanimate	inanimate	inanimate	new	the climax	climax	inanimate	OTH	N	N	-3	6	2	76	1960
bg18.0078.01	Brown	G18	78	Non-fiction	of	the collapse of that desperate and ill-fated campaign	that desperate and ill-fated campaign	campaign	common	N	inanimate	inanimate	inanimate	new	the collapse	collapse	inanimate	OTH	N	N	-3.301029996	5	2	81	1960
bg18.0078.02	Brown	G18	78	Non-fiction	of	the character of the king	the king	king	common	N	animate	animate	animate	given	the character	character	inanimate	OTH	N	N	-2.455931956	2	2	81	1960
bg18.0080.01	Brown	G18	80	Non-fiction	of	the beginning of the second part	the second part	part	common	N	inanimate	inanimate	inanimate	new	the beginning	beginning	inanimate	OTH	N	N	-2.698970004	3	2	81	1960
bg18.0080.02	Brown	G18	80	Non-fiction	of	the reactions of the Swedes in adversity	the Swedes in adversity	Swede	common	N	animate	animate	animate	given	the reactions	reactions	inanimate	OTH	N	N	-2.259637311	4	2	81	1960
bg18.0082.01	Brown	G18	82	Non-fiction	of	the rallying of the peasants in southern Sweden	the peasants in southern Sweden	peasant	common	N	animate	animate	animate	new	the rallying	rallying	inanimate	OTH	N	N	-3.301029996	5	2	80	1960
bg18.0089.02	Brown	G18	89	Non-fiction	of	the history of Sweden	Sweden	Sweden	proper	N	collective	collective	inanimate	given	the history	history	inanimate	OTH	N	N	-2.259637311	1	2	74	1960
bg18.0090.01	Brown	G18	90	Non-fiction	of	the next to last chapter of the book	the book	book	common	N	inanimate	inanimate	inanimate	given	the next+to last chapter	chapter	inanimate	OTH	N	N	-3	2	4	73	1960
bg18.0092.01	Brown	G18	92	Non-fiction	of	the body of Charles	Charles	Charles	proper	Y	animate	animate	animate	given	the body	body	inanimate	BOD	Y	N	-2.22184875	1	2	77	1960
bg18.0092.02	Brown	G18	92	Non-fiction	of	the tombs of his ancestors	his ancestors	ancestor	common	Y	animate	animate	animate	given	the tombs	tombs	inanimate	OTH	N	N	-3.301029996	2	2	77	1960
bg18.0093.01	Brown	G18	93	Non-fiction	of	the echo of a saga	a saga	saga	common	N	inanimate	inanimate	inanimate	new	the echo	echo	inanimate	OTH	N	N	-3.301029996	2	2	76	1960
bg18.0095.02	Brown	G18	95	Non-fiction	of	the wide appeal of The Charles Men	The Charles Men	Charles Men	proper	N	inanimate	inanimate	inanimate	given	the wide appeal	appeal	inanimate	OTH	N	N	-2.602059991	3	3	77	1960
bg18.0100.01	Brown	G18	100	Non-fiction	s	a king's daughter who became a nun in the convent of St. Birgitta	a king's	king	common	N	animate	animate	animate	new	daughter who became a nun in the convent of St. Birgitta	daughter	animate	KIN	Y	N	-2.455931956	2	8	75	1960
bg18.0102.01	Brown	G18	102	Non-fiction	of	the conqueror of Denmark	Denmark	Denmark	proper	N	place	inanimate	inanimate	new	the conqueror	conqueror	animate	OTH	N	Y	-3.301029996	1	2	79.10447761	1960
bg22.0003.01	Brown	G22	3	Non-fiction	of	the accelerating growth of technology	technology	technology	common	N	inanimate	inanimate	inanimate	new	the accelerating growth	growth	inanimate	OTH	N	N	-2.397940009	1	3	82	1960
bg22.0005.01	Brown	G22	5	Non-fiction	of	the strength of our society's organs	our society's organs	organs	common	Y	collective	collective	inanimate	new	the strength	strength	inanimate	OTH	N	N	-2.522878745	3	2	75	1960
bg22.0005.03	Brown	G22	5	Non-fiction	s	our society's organs	our society's	society	common	N	collective	collective	inanimate	new	organs	organs	inanimate	PART	Y	N	-2.096910013	2	1	75	1960
bg22.0009.01	Brown	G22	9	Non-fiction	of	the benefit of mankind	mankind	mankind	common	N	animate	animate	animate	new	the benefit	benefit	inanimate	OTH	N	Y	-3.301029996	1	2	78	1960
bg22.0010.01	Brown	G22	10	Non-fiction	s	man's supremacy over nature and everywhere on earth	man's	man	common	N	animate	animate	animate	new	supremacy over nature and everywhere on earth	supremacy	inanimate	OTH	N	N	-2.22184875	1	7	80	1960
bg22.0014.01	Brown	G22	14	Non-fiction	s	man's control over himself and over other men	man's	man	common	N	animate	animate	animate	new	control over himself and over other men	control	inanimate	OTH	N	Y	-2.22184875	1	7	81	1960
bg22.0019.03	Brown	G22	19	Non-fiction	s	man's major needs	man's	man	common	N	animate	animate	animate	new	major needs	needs	inanimate	OTH	N	Y	-2.22184875	1	2	83	1960
bg22.0022.01	Brown	G22	22	Non-fiction	of	former Moscow correspondent of The New York Times	The New York Times	New York Times	proper	Y	collective	collective	inanimate	new	former Moscow correspondent	correspondent	animate	OTH	N	Y	-3.301029996	4	3	78	1960
bg22.0022.02	Brown	G22	22	Non-fiction	of	author of To Moscow- And Beyond	To Moscow -- And Beyond	To Moscow- And Beyond	proper	N	inanimate	inanimate	inanimate	new	author	author	animate	OTH	N	N	-3.301029996	5	1	78	1960
bg22.0023.03	Brown	G22	23	Non-fiction	of	the sharp cutting-edge of American culture	American culture	culture	common	N	inanimate	inanimate	inanimate	new	the sharp cutting-edge	cutting-edge	inanimate	OTH	N	N	-2.698970004	2	3	77	1960
bg22.0023.05	Brown	G22	23	Non-fiction	of	the enterprising promoters of 'Porgy And Bess'	Porgy And Bess	Porgy And Bess	proper	Y	inanimate	inanimate	inanimate	new	the enterprising promoters	promoters	animate	OTH	N	N	-3.301029996	3	3	77	1960
bg22.0026.01	Brown	G22	26	Non-fiction	of	This favorable image of America	America	America	proper	N	collective	collective	inanimate	given	This favorable image	image	inanimate	OTH	N	N	-2.397940009	1	3	81	1960
bg22.0026.02	Brown	G22	26	Non-fiction	of	the minds of Russian men and women	Russian men and women	men and women	common	N	animate	animate	animate	new	the minds	minds	inanimate	OTH	N	N	-2.698970004	4	2	81	1960
bg22.0027.01	Brown	G22	27	Non-fiction	s	the public's present attitude toward business	the public's	public	common	N	animate	animate	animate	new	present attitude toward business	attitude	inanimate	OTH	N	N	-2.455931956	2	4	78	1960
bg22.0033.02	Brown	G22	33	Non-fiction	of	"the ideas , energies and ambitions of an individual having purpose and comprehensive ability within one mind"	an individual having purpose and comprehensive ability within one mind	individual	common	N	animate	animate	animate	new	"the ideas , energies and ambitions"	ideas	inanimate	OTH	N	Y	-2.455931956	8	6	74	1960
bg22.0035.01	Brown	G22	35	Non-fiction	s	the individual's lessened desire and ability to give his services to the growth of his company and our economy	the individual's	individual	common	N	animate	animate	animate	given	lessened desire and ability to give his services to the growth of his company and our economy	desire	inanimate	OTH	N	N	-2.455931956	2	8	72	1960
